order_id_surrogate,order_id,customer_id,order_date,campaign_id,amount,payment_method_id
26605,26605,449,2017-10-09,,15765,1
26606,26606,83,2019-03-31,,18412,3
26607,26607,111,2019-07-28,,15318,4
26608,26608,2,2017-04-23,3,5129,1
26609,26609,131,2021-02-11,2,12591,3
26610,26610,13,2018-03-01,,14173,3
26611,26611,67,2016-12-10,11,337,3
26612,26612,282,2020-11-15,,19527,5
26613,26613,175,2020-03-10,,6281,2
26614,26614,357,2017-12-03,6,13134,2
26615,26615,413,2017-09-09,8,19700,3
26616,26616,192,2022-12-22,,1795,5
26617,26617,165,2017-06-30,,18477,1
26618,26618,42,2018-09-18,,22662,4
26619,26619,357,2019-01-09,,14553,1
26620,26620,480,2019-08-24,14,24448,4
26621,26621,126,2021-03-27,,18740,4
26622,26622,103,2018-12-31,1,29364,5
26623,26623,380,2019-07-25,,13393,2
26624,26624,474,2019-11-02,5,30555,4
26625,26625,220,2020-08-02,,11425,4
26626,26626,266,2021-10-18,,16157,2
26627,26627,161,2022-08-26,14,278,5
26628,26628,250,2021-11-18,,22931,3
26629,26629,8,2017-05-29,,26538,5
26630,26630,163,2021-09-18,,4848,2
26631,26631,141,2018-06-29,,24513,3
26632,26632,58,2018-11-18,,13449,3
26633,26633,403,2020-10-11,,29540,3
26634,26634,489,2018-08-28,,7297,3
26635,26635,473,2022-05-22,,3996,3
26636,26636,173,2019-08-22,14,16263,3
26637,26637,458,2022-06-14,13,12425,1
26638,26638,405,2016-03-17,,33952,3
26639,26639,274,2022-11-10,,16350,1
26640,26640,432,2019-03-28,,3325,2
26641,26641,397,2021-11-27,,19040,5
26642,26642,61,2017-12-20,,2817,1
26643,26643,464,2022-01-30,,25821,5
26644,26644,361,2019-06-12,13,7594,3
26645,26645,409,2021-01-26,,34085,1
26646,26646,10,2018-07-02,4,14233,2
26647,26647,485,2019-12-07,11,25492,2
26648,26648,160,2018-04-12,,29763,3
26649,26649,323,2016-05-18,,16754,3
26650,26650,6,2017-03-02,,18599,2
26651,26651,85,2019-05-07,12,29284,4
26652,26652,242,2017-04-01,,22167,2
26653,26653,435,2016-12-08,11,467,4
26654,26654,150,2021-09-10,8,8985,1
26655,26655,456,2021-02-13,2,21760,4
26656,26656,210,2022-05-17,,20744,5
26657,26657,287,2018-05-22,9,15983,4
26658,26658,242,2018-07-14,,25547,1
26659,26659,41,2021-04-25,3,12581,4
26660,26660,477,2019-06-21,15,22197,2
26661,26661,48,2019-12-21,,6931,2
26662,26662,140,2021-03-19,,17118,1
26663,26663,232,2021-11-10,,8275,1
26664,26664,448,2019-01-28,16,38883,5
26665,26665,118,2018-06-13,13,32710,5
26666,26666,372,2019-08-18,,9697,3
26667,26667,11,2016-09-25,,23261,1
26668,26668,77,2022-11-24,,19492,1
26669,26669,412,2018-12-26,7,26850,1
26670,26670,126,2018-06-29,,9823,3
26671,26671,337,2018-05-15,,10002,3
26672,26672,269,2021-06-13,,35037,4
26673,26673,390,2021-04-02,,26699,4
26674,26674,277,2018-07-27,,4461,3
26675,26675,417,2018-05-22,9,24659,4
26676,26676,5,2018-02-22,,21647,3
26677,26677,219,2017-01-08,1,24832,5
26678,26678,210,2022-08-30,,24949,2
26679,26679,54,2018-05-05,,26336,3
26680,26680,328,2022-02-06,16,6645,3
26681,26681,159,2019-09-18,,24706,5
26682,26682,3,2018-03-17,,5179,1
26683,26683,403,2022-12-16,,3769,5
26684,26684,178,2019-12-11,,28558,3
26685,26685,334,2017-01-27,,16495,5
26686,26686,365,2019-01-30,16,918,3
26687,26687,179,2022-03-10,,5286,5
26688,26688,181,2019-09-12,,19133,1
26689,26689,393,2018-03-14,,30471,2
26690,26690,453,2016-05-07,,26203,4
26691,26691,204,2020-12-19,,4089,3
26692,26692,10,2022-03-04,,4523,3
26693,26693,488,2018-03-02,,22528,1
26694,26694,183,2016-09-22,,5263,5
26695,26695,420,2016-01-11,,29212,5
26696,26696,87,2019-01-23,,14218,3
26697,26697,75,2018-04-30,,20777,5
26698,26698,386,2016-03-09,,18464,4
26699,26699,78,2021-03-12,,2449,3
26700,26700,127,2016-07-03,,15555,4
26701,26701,392,2019-03-29,,11562,4
26702,26702,405,2019-07-09,,20662,1
26703,26703,351,2019-08-12,,5124,2
26704,26704,447,2022-03-19,,2673,3
26705,26705,304,2017-01-19,,18810,3
26706,26706,214,2017-05-18,,24194,2
26707,26707,445,2016-01-13,,16818,2
26708,26708,414,2017-01-12,,2742,5
26709,26709,498,2022-10-23,,14304,1
26710,26710,485,2017-03-29,,9209,1
26711,26711,334,2017-01-29,,8687,1
26712,26712,151,2016-02-28,,30201,4
26713,26713,81,2021-02-20,,4574,2
26714,26714,65,2017-03-25,,28892,1
26715,26715,299,2021-06-13,,15049,2
26716,26716,97,2020-09-24,,24470,1
26717,26717,292,2018-05-20,,30698,4
26718,26718,292,2020-01-16,,10234,4
26719,26719,396,2019-07-26,,1730,3
26720,26720,202,2022-03-06,,13629,5
26721,26721,154,2020-05-22,9,9544,3
26722,26722,126,2018-07-22,,23774,1
26723,26723,299,2020-10-15,,32716,1
26724,26724,440,2017-01-05,1,7661,3
26725,26725,45,2018-11-10,,8583,4
26726,26726,70,2017-08-14,,12457,2
26727,26727,189,2017-04-13,,23353,5
26728,26728,245,2021-01-18,,19178,1
26729,26729,378,2017-03-05,,6165,1
26730,26730,184,2018-04-14,,24288,5
26731,26731,418,2017-10-02,,20064,4
26732,26732,345,2020-07-15,,8566,5
26733,26733,48,2020-04-03,,10365,1
26734,26734,375,2022-07-29,,350,4
26735,26735,87,2020-02-12,,18402,5
26736,26736,380,2020-01-10,,1755,1
26737,26737,63,2016-02-27,,10872,1
26738,26738,178,2018-10-14,,27395,4
26739,26739,128,2019-12-21,,10316,4
26740,26740,244,2017-01-05,1,19247,1
26741,26741,282,2017-12-16,,39649,5
26742,26742,468,2016-07-01,,6867,5
26743,26743,294,2021-11-13,,551,2
26744,26744,30,2020-07-12,,3686,3
26745,26745,248,2016-06-27,,32116,1
26746,26746,87,2016-10-12,,24480,5
26747,26747,330,2020-07-05,4,12587,2
26748,26748,87,2020-12-25,7,30698,2
26749,26749,301,2021-08-28,14,18921,2
26750,26750,377,2021-09-23,,7168,3
26751,26751,296,2020-01-01,1,13681,2
26752,26752,214,2020-01-19,,7846,1
26753,26753,287,2022-04-22,3,9420,4
26754,26754,66,2017-05-25,9,9194,3
26755,26755,60,2020-02-08,2,1657,3
26756,26756,179,2016-08-16,,21776,5
26757,26757,242,2017-02-20,,15078,2
26758,26758,489,2021-09-22,,4540,4
26759,26759,452,2018-02-10,2,15110,2
26760,26760,173,2022-04-20,3,9430,3
26761,26761,372,2022-03-12,,29761,1
26762,26762,77,2021-10-27,,651,2
26763,26763,133,2016-01-20,,14615,4
26764,26764,365,2021-07-18,,4692,1
26765,26765,32,2021-02-25,,11282,5
26766,26766,156,2020-12-28,,9530,3
26767,26767,329,2016-09-01,,9030,4
26768,26768,498,2019-10-19,,14144,1
26769,26769,30,2016-09-03,,4897,4
26770,26770,136,2022-05-08,,14206,5
26771,26771,439,2016-04-03,,30760,1
26772,26772,232,2020-05-02,,16321,2
26773,26773,285,2021-08-07,,8020,5
26774,26774,332,2020-09-13,,6825,5
26775,26775,193,2022-11-15,,2443,2
26776,26776,58,2019-09-14,,2203,3
26777,26777,480,2018-06-29,,28582,3
26778,26778,494,2017-04-20,3,12557,3
26779,26779,364,2018-01-01,1,25296,4
26780,26780,258,2020-08-13,,29530,1
26781,26781,223,2020-06-25,,22416,2
26782,26782,258,2016-05-30,,12300,5
26783,26783,261,2019-08-06,,3772,4
26784,26784,218,2017-04-12,,23678,5
26785,26785,180,2019-09-20,,38018,4
26786,26786,393,2018-12-22,,6298,2
26787,26787,47,2018-07-14,,8809,3
26788,26788,386,2016-04-18,3,5107,5
26789,26789,297,2016-09-21,,19370,1
26790,26790,272,2020-08-24,,8840,3
26791,26791,224,2019-11-28,6,38467,1
26792,26792,243,2020-01-25,,31076,1
26793,26793,99,2022-02-11,2,21871,1
26794,26794,387,2018-08-13,,5756,3
26795,26795,68,2018-12-12,,23319,2
26796,26796,255,2020-07-09,,555,5
26797,26797,127,2022-03-07,,11546,1
26798,26798,472,2022-03-21,,23291,4
26799,26799,342,2017-03-07,,5567,5
26800,26800,6,2016-07-10,4,9729,2
26801,26801,223,2017-04-15,,616,5
26802,26802,277,2019-12-16,,20772,3
26803,26803,465,2016-07-16,,18485,4
26804,26804,369,2021-08-30,,2818,3
26805,26805,447,2018-09-30,,22541,3
26806,26806,339,2016-03-03,,19966,3
26807,26807,410,2016-10-17,,5590,5
26808,26808,391,2021-05-02,,36309,1
26809,26809,2,2017-12-08,11,1626,4
26810,26810,295,2020-10-13,,6459,5
26811,26811,84,2019-04-23,,13423,2
26812,26812,289,2019-03-08,,763,4
26813,26813,242,2022-03-27,,24639,4
26814,26814,51,2020-04-26,,13263,4
26815,26815,67,2020-10-05,,33315,4
26816,26816,183,2022-10-05,,735,4
26817,26817,185,2022-11-22,,8181,5
26818,26818,382,2020-01-11,,22331,5
26819,26819,264,2020-09-26,,31002,1
26820,26820,145,2016-11-14,,8630,1
26821,26821,459,2021-02-02,16,3981,4
26822,26822,74,2020-04-28,,11080,1
26823,26823,184,2020-11-08,,42456,4
26824,26824,78,2019-09-29,,15076,2
26825,26825,235,2019-07-05,4,30198,1
26826,26826,397,2019-03-30,,2799,3
26827,26827,296,2016-08-21,,20013,2
26828,26828,438,2017-07-13,,28328,2
26829,26829,295,2019-01-01,1,19001,3
26830,26830,499,2019-02-18,,7830,5
26831,26831,176,2018-04-04,,9545,4
26832,26832,362,2019-12-22,,14092,3
26833,26833,383,2019-07-07,4,19341,3
26834,26834,279,2017-06-02,,19303,2
26835,26835,424,2017-11-10,,8246,1
26836,26836,234,2017-09-22,,15792,3
26837,26837,56,2021-08-28,14,18581,4
26838,26838,94,2021-01-23,,4304,4
26839,26839,156,2016-12-23,,8101,3
26840,26840,205,2021-03-20,,2791,4
26841,26841,122,2018-05-01,,7516,3
26842,26842,117,2019-06-09,,15119,4
26843,26843,362,2020-12-24,7,10006,5
26844,26844,15,2018-11-10,,366,3
26845,26845,147,2016-02-28,,15430,5
26846,26846,398,2016-03-17,,23583,5
26847,26847,57,2020-11-25,6,15912,5
26848,26848,349,2018-01-11,,39176,4
26849,26849,35,2018-12-09,11,13041,2
26850,26850,46,2020-10-15,,5110,2
26851,26851,366,2019-01-31,16,5849,1
26852,26852,103,2016-05-30,,834,2
26853,26853,428,2021-08-11,,18049,3
26854,26854,499,2020-08-31,8,5338,4
26855,26855,466,2021-02-23,,4747,2
26856,26856,243,2022-07-19,,6607,4
26857,26857,430,2019-08-25,14,27416,4
26858,26858,443,2017-06-05,,8552,3
26859,26859,42,2018-04-16,3,16515,1
26860,26860,500,2022-02-28,,27529,2
26861,26861,312,2017-02-17,,7999,2
26862,26862,95,2018-10-05,,3515,1
26863,26863,299,2016-11-26,,8212,1
26864,26864,167,2020-07-05,4,34638,2
26865,26865,129,2019-03-27,,8401,4
26866,26866,203,2020-01-28,16,19771,2
26867,26867,387,2018-10-11,,10832,1
26868,26868,333,2021-05-04,,11930,3
26869,26869,419,2016-06-04,,9515,3
26870,26870,123,2019-02-17,,2909,2
26871,26871,225,2019-11-01,5,25904,2
26872,26872,286,2020-03-15,,11380,3
26873,26873,272,2022-10-08,,7362,5
26874,26874,433,2018-02-24,,28979,3
26875,26875,181,2021-01-22,,579,5
26876,26876,323,2021-05-30,9,14031,5
26877,26877,187,2019-08-06,,140,5
26878,26878,135,2017-08-10,,4275,4
26879,26879,47,2022-11-04,5,9898,5
26880,26880,239,2017-05-25,9,22778,1
26881,26881,164,2017-12-05,11,14930,1
26882,26882,69,2021-01-04,1,267,1
26883,26883,94,2019-09-23,,20109,2
26884,26884,263,2016-12-28,7,13500,3
26885,26885,371,2021-02-06,16,8609,4
26886,26886,353,2021-05-18,,21263,1
26887,26887,340,2019-10-24,,10326,2
26888,26888,344,2019-06-06,,14983,4
26889,26889,488,2017-03-18,,16543,2
26890,26890,289,2022-08-16,,4344,1
26891,26891,287,2020-06-27,,5612,1
26892,26892,284,2022-11-23,,15166,4
26893,26893,317,2018-10-27,,8214,5
26894,26894,249,2019-03-04,,39259,4
26895,26895,491,2016-07-04,4,23375,1
26896,26896,142,2017-12-25,7,25310,2
26897,26897,122,2022-03-03,,31597,3
26898,26898,36,2018-10-05,,17416,1
26899,26899,101,2021-02-25,,14239,3
26900,26900,305,2022-08-12,,15971,5
26901,26901,123,2017-03-20,,377,2
26902,26902,96,2019-09-07,8,27330,2
26903,26903,404,2018-06-05,,34019,4
26904,26904,413,2016-04-04,,23777,3
26905,26905,198,2022-11-21,,23563,3
26906,26906,167,2017-03-14,,1339,5
26907,26907,243,2020-01-19,,10266,5
26908,26908,10,2020-02-19,,14422,1
26909,26909,231,2017-04-06,,5812,4
26910,26910,314,2020-03-23,,8744,1
26911,26911,180,2018-04-30,,9263,5
26912,26912,385,2020-02-18,,31794,2
26913,26913,399,2019-05-18,,4262,3
26914,26914,442,2019-01-12,,13688,1
26915,26915,67,2021-05-05,,15555,5
26916,26916,274,2019-04-22,,4838,3
26917,26917,75,2019-04-12,,4430,3
26918,26918,176,2016-04-06,,6063,5
26919,26919,277,2020-02-08,2,9165,4
26920,26920,142,2021-10-21,,24819,4
26921,26921,128,2018-09-11,,18848,2
26922,26922,419,2020-10-20,,27465,1
26923,26923,425,2021-05-27,9,22839,3
26924,26924,1,2019-02-05,2,17230,2
26925,26925,325,2021-12-18,,30899,4
26926,26926,470,2022-11-06,5,30243,2
26927,26927,22,2019-05-26,9,23556,5
26928,26928,379,2016-06-08,,4768,4
26929,26929,353,2018-09-10,,13491,5
26930,26930,438,2020-05-24,9,21159,2
26931,26931,12,2019-11-08,,1534,2
26932,26932,391,2022-04-26,,328,1
26933,26933,190,2021-05-07,,13607,3
26934,26934,133,2020-04-09,,31288,3
26935,26935,148,2016-05-20,,9826,2
26936,26936,114,2016-11-14,,27883,3
26937,26937,78,2017-11-10,,20458,1
26938,26938,110,2022-07-10,4,33134,2
26939,26939,499,2019-08-27,,17524,2
26940,26940,157,2022-01-01,7,18008,2
26941,26941,339,2016-06-08,,6752,5
26942,26942,254,2019-04-14,,18767,1
26943,26943,146,2021-10-29,,777,5
26944,26944,108,2022-09-22,,26592,3
26945,26945,163,2019-07-21,,7642,5
26946,26946,467,2020-11-28,6,4168,5
26947,26947,355,2016-11-22,,5847,5
26948,26948,375,2020-07-08,,30953,2
26949,26949,235,2017-11-25,,7303,4
26950,26950,190,2018-08-04,,16715,4
26951,26951,184,2018-01-22,,12082,3
26952,26952,498,2018-07-31,,16225,3
26953,26953,123,2016-01-10,1,17573,1
26954,26954,391,2016-12-12,,31347,1
26955,26955,233,2020-04-19,3,32581,1
26956,26956,96,2017-08-09,,13596,2
26957,26957,480,2019-02-02,16,26248,4
26958,26958,321,2022-12-15,,10733,3
26959,26959,39,2022-02-14,,7082,5
26960,26960,457,2022-11-24,,667,1
26961,26961,289,2018-07-13,,13968,2
26962,26962,202,2022-09-01,,17841,4
26963,26963,178,2018-05-31,,61,2
26964,26964,260,2021-01-25,,3175,3
26965,26965,46,2022-12-06,11,8813,2
26966,26966,342,2019-09-10,,17379,2
26967,26967,359,2016-09-20,,8253,1
26968,26968,158,2022-11-17,,115,3
26969,26969,157,2020-08-09,,20924,1
26970,26970,412,2016-05-31,,19150,5
26971,26971,217,2019-08-08,,24890,4
26972,26972,305,2019-10-15,,25296,1
26973,26973,444,2020-11-25,6,4809,4
26974,26974,130,2017-08-03,,15980,4
26975,26975,241,2022-12-19,,14969,5
26976,26976,278,2018-06-06,,15356,5
26977,26977,90,2020-12-09,,1890,1
26978,26978,307,2018-05-27,9,9471,4
26979,26979,146,2018-05-09,12,3612,3
26980,26980,382,2022-09-06,8,1086,1
26981,26981,478,2017-12-18,,1445,4
26982,26982,221,2021-02-06,16,21007,5
26983,26983,479,2021-02-14,2,6197,3
26984,26984,211,2020-06-17,15,23480,5
26985,26985,371,2020-10-02,,21675,3
26986,26986,240,2020-02-26,,14907,4
26987,26987,309,2022-09-22,,25289,3
26988,26988,41,2017-08-09,,16946,1
26989,26989,329,2018-08-08,,21323,1
26990,26990,341,2019-11-16,,1970,2
26991,26991,309,2020-10-21,,34787,1
26992,26992,243,2016-06-05,,16947,5
26993,26993,244,2017-06-21,15,14601,5
26994,26994,207,2020-06-15,15,744,2
26995,26995,453,2018-07-08,4,8702,2
26996,26996,331,2022-06-25,15,25960,2
26997,26997,416,2016-10-24,,40205,1
26998,26998,191,2019-05-05,,27682,1
26999,26999,379,2018-08-18,,11311,1
27000,27000,15,2020-04-02,,35043,3
27001,27001,361,2020-08-31,8,8772,1
27002,27002,223,2021-07-05,4,1964,2
27003,27003,179,2022-12-11,11,8561,5
27004,27004,85,2022-08-03,,41725,1
27005,27005,79,2021-11-11,,4916,4
27006,27006,113,2018-02-06,2,9027,2
27007,27007,259,2021-12-15,,10803,4
27008,27008,40,2016-06-12,,23794,4
27009,27009,156,2018-01-27,,42812,4
27010,27010,424,2019-10-19,,884,4
27011,27011,435,2016-12-28,7,16269,4
27012,27012,189,2019-07-05,4,18630,5
27013,27013,280,2019-05-11,12,7774,3
27014,27014,32,2020-02-13,,31720,4
27015,27015,47,2017-04-12,,2740,4
27016,27016,265,2019-03-04,,14640,2
27017,27017,401,2018-07-03,4,5992,4
27018,27018,12,2022-09-30,,19863,3
27019,27019,461,2022-09-23,,26218,4
27020,27020,367,2020-07-14,,26376,3
27021,27021,415,2016-12-23,,28063,3
27022,27022,429,2021-12-30,7,18187,4
27023,27023,204,2019-08-03,,23024,1
27024,27024,5,2022-02-27,,25961,4
27025,27025,192,2019-10-07,,13310,1
27026,27026,312,2022-09-27,,19535,4
27027,27027,328,2019-07-02,4,6838,1
27028,27028,320,2017-01-27,,12453,4
27029,27029,191,2018-11-19,,17051,3
27030,27030,495,2021-07-29,,9779,2
27031,27031,295,2018-08-03,,26522,5
27032,27032,457,2018-12-14,,19451,2
27033,27033,423,2019-02-10,2,20194,5
27034,27034,216,2016-03-29,,6571,3
27035,27035,204,2022-08-03,,16913,5
27036,27036,130,2017-04-17,3,2002,2
27037,27037,364,2021-08-15,,30767,4
27038,27038,235,2020-05-28,,18791,5
27039,27039,481,2016-03-08,,16011,5
27040,27040,162,2022-01-17,,9505,4
27041,27041,419,2020-10-12,,12672,2
27042,27042,453,2020-09-12,,27257,2
27043,27043,191,2021-01-27,,25755,1
27044,27044,212,2018-12-01,6,5100,4
27045,27045,438,2021-05-20,,14797,1
27046,27046,216,2021-07-12,,21060,3
27047,27047,49,2018-02-10,2,1567,2
27048,27048,242,2021-10-23,,30166,5
27049,27049,465,2017-03-05,,2139,2
27050,27050,207,2020-07-15,,5282,2
27051,27051,372,2021-11-18,,1541,3
27052,27052,78,2018-10-01,,35513,3
27053,27053,120,2016-02-03,16,23628,1
27054,27054,260,2019-03-02,,9851,5
27055,27055,98,2016-07-11,,2696,4
27056,27056,478,2017-11-13,,28012,1
27057,27057,467,2016-11-06,5,4622,1
27058,27058,244,2017-05-17,,4170,2
27059,27059,439,2022-11-30,6,21234,2
27060,27060,463,2018-09-08,8,26483,5
27061,27061,334,2020-09-21,,796,5
27062,27062,319,2018-05-12,12,9863,5
27063,27063,439,2020-06-14,13,7128,2
27064,27064,214,2016-04-18,3,21190,2
27065,27065,332,2020-05-15,,7438,4
27066,27066,98,2018-09-19,,24096,1
27067,27067,130,2021-02-11,2,1782,1
27068,27068,374,2019-07-10,,7281,3
27069,27069,191,2016-04-01,,6563,2
27070,27070,86,2016-04-18,3,3906,2
27071,27071,46,2019-10-04,,29415,4
27072,27072,177,2021-09-02,,35714,5
27073,27073,428,2018-12-06,11,3658,3
27074,27074,193,2022-02-16,,8820,3
27075,27075,380,2017-09-12,,13387,5
27076,27076,382,2022-01-12,,17877,1
27077,27077,284,2018-03-23,,8602,4
27078,27078,496,2016-05-20,,31378,4
27079,27079,286,2019-12-20,,5474,3
27080,27080,386,2018-06-01,,16506,3
27081,27081,375,2020-10-06,,18890,2
27082,27082,31,2022-05-24,9,1,1
27083,27083,466,2020-07-22,,17029,1
27084,27084,411,2018-01-02,1,17663,5
27085,27085,250,2017-06-12,13,20504,2
27086,27086,111,2021-05-27,9,14206,1
27087,27087,142,2019-09-06,8,8532,5
27088,27088,157,2017-05-14,12,4587,3
27089,27089,180,2018-09-30,,28513,3
27090,27090,218,2021-12-20,,19889,1
27091,27091,10,2020-10-28,5,29649,1
27092,27092,247,2017-03-30,,13360,3
27093,27093,52,2018-04-22,3,13558,1
27094,27094,472,2016-08-23,14,25661,5
27095,27095,238,2020-07-18,,20320,2
27096,27096,90,2021-10-05,,20228,4
27097,27097,199,2018-07-31,,10703,1
27098,27098,162,2019-08-02,,12896,4
27099,27099,477,2021-10-25,,974,3
27100,27100,226,2018-08-10,,10612,1
27101,27101,417,2020-06-08,13,15585,3
27102,27102,165,2020-12-12,,34045,1
27103,27103,36,2016-05-03,,2343,5
27104,27104,86,2022-03-23,,2715,3
27105,27105,269,2020-06-25,,34341,2
27106,27106,127,2016-12-25,,10580,2
27107,27107,147,2018-04-19,3,9992,4
27108,27108,7,2019-11-16,,32820,2
27109,27109,454,2020-06-10,13,21450,3
27110,27110,59,2019-11-26,6,10092,1
27111,27111,123,2021-07-15,,23926,4
27112,27112,141,2021-11-17,,38496,5
27113,27113,200,2018-09-26,,1628,3
27114,27114,1,2020-01-15,,16112,4
27115,27115,213,2021-04-07,,7459,4
27116,27116,276,2020-05-15,,5335,1
27117,27117,496,2021-09-01,,24622,2
27118,27118,179,2022-03-22,,6234,3
27119,27119,436,2018-08-26,14,18115,4
27120,27120,123,2017-10-22,,7883,2
27121,27121,78,2016-01-22,,32193,1
27122,27122,112,2016-04-18,3,17734,2
27123,27123,244,2018-12-20,,20326,3
27124,27124,261,2018-07-28,,34702,4
27125,27125,395,2016-10-21,,7052,4
27126,27126,374,2017-03-21,,14602,2
27127,27127,155,2018-04-10,,22828,1
27128,27128,498,2016-04-18,3,14996,2
27129,27129,325,2021-04-11,,27299,5
27130,27130,241,2018-01-06,1,3474,4
27131,27131,120,2016-06-21,15,4806,3
27132,27132,292,2017-01-28,,10210,2
27133,27133,139,2022-08-17,,15827,5
27134,27134,396,2019-10-27,,28502,3
27135,27135,461,2016-03-11,,40056,1
27136,27136,487,2021-12-14,,3705,3
27137,27137,106,2022-02-08,2,18158,2
27138,27138,161,2022-06-02,,14179,3
27139,27139,471,2018-11-21,,2269,5
27140,27140,349,2017-07-01,,17556,3
27141,27141,497,2019-10-10,,27541,4
27142,27142,410,2017-10-15,,2465,3
27143,27143,283,2019-11-20,,29172,5
27144,27144,141,2021-07-17,,2539,2
27145,27145,247,2016-10-28,,7359,2
27146,27146,436,2022-08-08,,11333,2
27147,27147,403,2020-10-01,,19837,5
27148,27148,389,2020-04-13,3,15066,3
27149,27149,45,2020-12-21,7,1141,1
27150,27150,99,2018-05-11,12,3634,4
27151,27151,263,2016-05-24,9,17481,2
27152,27152,103,2021-05-28,9,21602,3
27153,27153,121,2022-04-12,,2669,2
27154,27154,288,2016-05-05,,2974,1
27155,27155,302,2022-10-10,,13258,4
27156,27156,305,2017-04-27,,15917,3
27157,27157,385,2022-11-28,6,13976,3
27158,27158,237,2021-10-19,,12912,3
27159,27159,86,2018-12-05,11,18340,3
27160,27160,217,2018-09-04,8,1350,3
27161,27161,141,2019-09-07,8,1379,3
27162,27162,275,2021-03-21,,13836,5
27163,27163,386,2019-03-07,,4297,2
27164,27164,417,2017-02-24,,16690,1
27165,27165,484,2018-03-06,,42527,1
27166,27166,178,2018-05-16,,7339,2
27167,27167,196,2020-02-26,,24087,3
27168,27168,60,2019-08-12,,18980,3
27169,27169,30,2016-12-01,6,2894,3
27170,27170,25,2019-09-21,,10834,4
27171,27171,470,2017-06-06,,14324,3
27172,27172,253,2022-09-16,,18242,3
27173,27173,493,2021-07-04,,8134,4
27174,27174,415,2022-01-30,,18702,5
27175,27175,342,2018-10-26,,20063,5
27176,27176,192,2016-05-18,,25641,2
27177,27177,134,2020-03-06,,30328,3
27178,27178,443,2016-06-17,13,10683,3
27179,27179,428,2021-10-04,,13569,1
27180,27180,495,2017-03-06,,16012,2
27181,27181,146,2020-08-01,,8381,3
27182,27182,372,2017-03-24,,24137,5
27183,27183,222,2018-10-26,,14297,4
27184,27184,292,2020-05-02,,23531,2
27185,27185,210,2018-08-26,14,18618,4
27186,27186,2,2019-06-05,,18866,5
27187,27187,6,2020-08-30,,14335,4
27188,27188,18,2020-06-06,,8740,5
27189,27189,100,2020-07-14,,21882,1
27190,27190,98,2020-05-08,12,15258,2
27191,27191,173,2017-11-23,,1711,1
27192,27192,102,2016-02-21,,29415,2
27193,27193,392,2022-10-02,,10622,2
27194,27194,212,2020-09-27,,3138,2
27195,27195,382,2021-05-23,,11547,3
27196,27196,224,2022-04-07,,6588,2
27197,27197,246,2021-03-21,,8972,5
27198,27198,314,2017-08-23,14,5217,1
27199,27199,51,2018-09-16,,11550,5
27200,27200,253,2021-04-04,,1594,1
27201,27201,348,2018-06-17,13,9320,5
27202,27202,59,2019-10-08,,10537,4
27203,27203,12,2018-11-08,,3518,2
27204,27204,438,2017-04-05,,802,2
27205,27205,273,2017-11-15,,3607,1
27206,27206,414,2018-05-08,12,34383,3
27207,27207,379,2019-02-12,,21496,1
27208,27208,5,2019-01-07,,35492,5
27209,27209,306,2016-11-18,,9068,2
27210,27210,495,2020-05-30,,18303,4
27211,27211,305,2019-12-23,7,32702,5
27212,27212,336,2022-04-06,,17351,2
27213,27213,119,2019-03-22,,17002,5
27214,27214,385,2022-03-06,,1517,3
27215,27215,433,2016-09-22,,8242,4
27216,27216,354,2018-12-22,,20467,1
27217,27217,332,2018-07-28,,9440,1
27218,27218,30,2020-05-13,,9525,2
27219,27219,369,2016-11-12,,17685,1
27220,27220,467,2022-04-28,,19246,1
27221,27221,121,2019-06-09,,21025,4
27222,27222,184,2018-04-28,,15266,4
27223,27223,495,2022-03-26,,25128,4
27224,27224,345,2017-01-05,1,7921,1
27225,27225,483,2022-11-03,5,13491,1
27226,27226,10,2021-11-25,,2891,1
27227,27227,216,2018-09-11,,15668,4
27228,27228,292,2021-06-13,,4574,2
27229,27229,309,2018-08-28,,20556,5
27230,27230,246,2022-05-26,9,25044,3
27231,27231,454,2017-07-13,,6552,2
27232,27232,466,2021-11-12,,18723,1
27233,27233,276,2021-04-08,,3359,4
27234,27234,182,2022-06-11,,38208,1
27235,27235,155,2019-04-12,,2950,2
27236,27236,431,2022-07-26,,4555,2
27237,27237,415,2021-11-04,5,3143,4
27238,27238,366,2019-11-05,,366,3
27239,27239,365,2019-04-29,,25439,3
27240,27240,35,2018-09-04,8,20452,1
27241,27241,462,2017-12-02,6,16976,3
27242,27242,357,2018-01-06,1,19093,4
27243,27243,312,2016-07-14,,15228,1
27244,27244,184,2018-10-03,,20926,2
27245,27245,260,2021-10-01,,7093,5
27246,27246,233,2020-04-06,,8975,4
27247,27247,473,2016-07-12,,14854,4
27248,27248,109,2021-04-17,,700,5
27249,27249,492,2016-09-28,,25500,4
27250,27250,186,2020-04-01,,21277,3
27251,27251,69,2017-02-05,16,11377,1
27252,27252,170,2019-05-15,,30463,5
27253,27253,323,2016-09-15,,26986,1
27254,27254,53,2017-03-08,,13229,3
27255,27255,482,2022-06-15,13,10985,5
27256,27256,129,2020-11-09,,39118,2
27257,27257,51,2022-10-28,,806,4
27258,27258,216,2020-02-26,,6957,2
27259,27259,73,2018-02-10,2,18219,3
27260,27260,328,2022-07-11,,11382,2
27261,27261,376,2022-01-14,,29565,1
27262,27262,259,2022-09-22,,6007,2
