return_id,order_id,product_id,return_date,reason,amount_refunded
1074,44969,389,2019-11-05,Product damaged during shipping,86.37
1075,12088,469,2020-10-07,Found a better deal,0.00
1076,7294,28,2021-06-17,Ordered by mistake,0.00
1077,27095,18,2020-07-26,Product didn't meet expectations,0.00
1078,17996,286,2022-07-01,Defective product,72.62
1079,4725,305,2021-10-07,Product damaged during shipping,0.00
1080,24861,449,2016-01-29,Ordered by mistake,0.00
1081,3815,452,2022-05-14,Product didn't meet expectations,0.00
1082,35337,5,2022-11-12,Found a better deal,474.35
1083,14993,491,2019-02-26,Item not as described,0.00
1084,9257,473,2019-12-23,Found a better deal,0.00
1085,904,440,2021-03-12,Item not as described,0.00
1086,14392,38,2017-03-31,Received wrong product,0.00
1087,39139,385,2018-02-03,Product didn't meet expectations,0.00
1088,16465,217,2020-05-24,Color doesn't match,491.57
1089,26984,80,2020-06-22,Product damaged during shipping,321.94
1090,23954,226,2017-05-23,Item not as described,0.00
1091,8042,375,2017-05-10,Ordered by mistake,0.00
1092,15289,432,2019-06-29,Product didn't meet expectations,311.71
1093,33814,98,2020-06-13,Changed my mind,0.00
1094,2140,162,2021-07-18,Found a better deal,224.22
1095,30263,86,2022-12-04,Received wrong product,88.50
1096,34077,301,2017-10-02,Product didn't meet expectations,0.00
1097,26651,437,2019-05-15,Item not as described,52.88
1098,23438,468,2017-06-16,Changed my mind,0.00
1099,41455,276,2018-09-24,Product damaged during shipping,0.00
1100,45866,354,2022-06-28,Changed my mind,679.80
1101,2908,317,2019-09-27,Changed my mind,0.00
1102,10720,50,2021-12-28,Product damaged during shipping,0.00
1103,23444,266,2022-10-17,Product damaged during shipping,0.00
1104,1405,499,2022-02-01,Item not as described,0.00
1105,37308,171,2022-06-16,Size doesn't fit,0.00
1106,2991,455,2022-07-03,Size doesn't fit,0.00
1107,30331,156,2022-07-27,Ordered by mistake,0.00
1108,35880,19,2018-05-07,Size doesn't fit,0.00
1109,15777,335,2017-09-05,Found a better deal,0.00
1110,35185,96,2016-01-19,Product didn't meet expectations,0.00
1111,20767,151,2020-12-14,Product didn't meet expectations,0.00
1112,9059,458,2020-08-18,Defective product,0.00
1113,861,121,2017-04-04,Item not as described,0.00
1114,32463,349,2020-08-12,Product didn't meet expectations,0.00
1115,6737,124,2020-01-13,Received wrong product,0.00
1116,44476,280,2018-10-12,Product didn't meet expectations,0.00
1117,13027,397,2017-09-12,Product damaged during shipping,281.19
1118,31633,9,2019-08-30,Product damaged during shipping,1009.32
1119,29233,6,2017-11-23,Changed my mind,0.00
1120,21607,86,2020-09-20,Product damaged during shipping,0.00
1121,18436,73,2017-07-17,Item not as described,1674.75
1122,21191,315,2022-06-19,Found a better deal,194.85
1123,37336,75,2019-12-31,Defective product,944.38
1124,22598,478,2021-08-23,Changed my mind,0.00
1125,25012,385,2022-02-16,Received wrong product,169.42
1126,27670,319,2021-08-28,Changed my mind,0.00
1127,47339,462,2016-11-20,Defective product,0.00
1128,12402,102,2018-05-12,Color doesn't match,0.00
1129,31926,185,2018-03-11,Ordered by mistake,0.00
1130,13184,213,2020-06-30,Color doesn't match,0.00
1131,19678,264,2022-08-31,Product damaged during shipping,671.09
1132,6503,236,2019-02-14,Item not as described,98.57
1133,34872,25,2017-02-27,Color doesn't match,0.00
1134,17529,453,2019-06-10,Found a better deal,0.00
1135,47323,421,2022-12-10,Found a better deal,177.48
1136,7440,188,2020-11-04,Found a better deal,512.64
1137,31716,498,2021-07-15,Size doesn't fit,17.50
1138,13688,40,2016-08-14,Ordered by mistake,0.00
1139,24359,23,2017-03-23,Size doesn't fit,0.00
1140,32360,237,2021-05-13,Found a better deal,0.00
1141,672,231,2022-08-13,Found a better deal,0.00
1142,46930,261,2016-03-23,Product didn't meet expectations,0.00
1143,35225,241,2017-08-05,Changed my mind,0.00
1144,20533,222,2019-10-30,Defective product,0.00
1145,36590,327,2018-06-16,Defective product,0.00
1146,44610,159,2016-12-31,Product didn't meet expectations,0.00
1147,7224,430,2017-04-10,Received wrong product,0.00
1148,12174,92,2020-03-28,Item not as described,0.00
1149,4008,251,2019-05-29,Received wrong product,40.01
1150,47849,428,2019-04-08,Received wrong product,0.00
1151,45241,163,2016-03-20,Product didn't meet expectations,0.00
1152,16326,40,2021-07-15,Color doesn't match,300.64
1153,40964,413,2016-09-01,Product damaged during shipping,646.00
1154,45037,313,2017-08-16,Item not as described,0.00
1155,48766,88,2022-03-12,Received wrong product,0.00
1156,25845,383,2022-11-03,Ordered by mistake,0.00
1157,39722,152,2017-07-12,Product didn't meet expectations,644.42
1158,31647,475,2016-12-27,Defective product,0.00
1159,31595,378,2018-06-05,Product damaged during shipping,0.00
1160,6704,369,2021-08-12,Size doesn't fit,0.00
1161,31301,239,2018-01-09,Found a better deal,121.35
1162,17052,265,2022-11-20,Ordered by mistake,0.00
1163,43021,44,2017-03-27,Ordered by mistake,0.00
1164,14315,183,2020-12-15,Color doesn't match,0.00
1165,35713,454,2020-09-28,Received wrong product,0.00
1166,43639,19,2016-02-03,Found a better deal,0.00
1167,47862,172,2020-03-07,Color doesn't match,0.00
1168,48589,362,2021-08-30,Item not as described,161.52
1169,43226,30,2021-07-15,Changed my mind,761.15
1170,23397,294,2021-09-03,Received wrong product,283.12
1171,7227,201,2016-02-21,Changed my mind,0.00
1172,16809,281,2020-06-17,Ordered by mistake,120.77
1173,45643,29,2017-02-28,Product damaged during shipping,0.00
1174,14262,137,2017-06-21,Received wrong product,519.38
1175,27914,120,2018-10-25,Defective product,0.00
1176,41515,353,2021-05-25,Found a better deal,0.00
1177,722,166,2019-12-26,Color doesn't match,0.00
1178,15924,78,2017-06-05,Received wrong product,0.00
1179,46257,32,2020-08-28,Item not as described,224.47
1180,33124,460,2022-08-18,Product didn't meet expectations,0.00
1181,27139,211,2018-11-29,Defective product,0.00
1182,10292,114,2019-12-22,Found a better deal,0.00
1183,41340,432,2016-08-25,Product damaged during shipping,0.00
1184,30774,208,2018-01-15,Ordered by mistake,42.95
1185,37813,231,2020-03-25,Changed my mind,0.00
1186,45725,194,2016-10-02,Color doesn't match,0.00
1187,45575,397,2016-01-30,Changed my mind,0.00
1188,42163,336,2016-07-19,Changed my mind,0.00
1189,15375,265,2020-04-24,Size doesn't fit,402.73
1190,34125,101,2019-12-01,Received wrong product,0.00
1191,32237,433,2020-07-19,Defective product,0.00
1192,24974,34,2022-01-31,Color doesn't match,0.00
1193,44499,432,2017-02-12,Received wrong product,298.72
1194,36593,316,2017-09-07,Received wrong product,0.00
1195,40772,462,2018-11-11,Ordered by mistake,0.00
1196,30681,408,2020-09-24,Defective product,0.00
1197,26785,435,2019-09-26,Changed my mind,0.00
1198,34266,377,2021-01-29,Item not as described,0.00
1199,50,216,2020-01-05,Product damaged during shipping,671.30
1200,49245,210,2017-11-11,Changed my mind,640.58
1201,31804,109,2017-07-02,Color doesn't match,1.54
1202,41895,437,2021-03-29,Size doesn't fit,0.00
1203,6565,468,2018-06-13,Defective product,0.00
1204,28307,381,2018-07-20,Found a better deal,0.00
1205,33428,109,2016-04-11,Ordered by mistake,0.00
1206,6654,41,2017-05-21,Received wrong product,0.00
1207,37615,398,2021-05-18,Changed my mind,93.49
1208,7553,280,2016-09-26,Color doesn't match,0.00
1209,29833,162,2018-09-15,Received wrong product,0.00
1210,22767,35,2018-09-28,Size doesn't fit,0.00
1211,47589,157,2017-12-15,Product damaged during shipping,160.78
1212,26123,330,2016-05-16,Item not as described,220.73
1213,34256,373,2017-07-27,Ordered by mistake,0.00
1214,1680,426,2016-08-10,Found a better deal,0.00
1215,7578,226,2022-06-12,Ordered by mistake,0.00
1216,44077,377,2021-12-01,Item not as described,0.00
1217,42935,423,2016-02-23,Changed my mind,0.00
1218,18967,218,2020-02-08,Changed my mind,979.51
1219,32657,410,2019-11-05,Found a better deal,216.78
1220,14655,23,2021-03-16,Product didn't meet expectations,0.00
1221,49811,269,2018-08-10,Received wrong product,0.00
1222,18007,197,2020-04-23,Size doesn't fit,693.79
1223,26946,131,2020-12-03,Product damaged during shipping,193.81
1224,15439,444,2019-12-16,Item not as described,0.00
1225,10097,231,2021-07-24,Found a better deal,0.00
1226,14800,185,2021-10-30,Item not as described,0.00
1227,43180,242,2018-05-25,Defective product,0.00
1228,49983,297,2018-02-27,Color doesn't match,0.00
1229,33437,232,2017-01-03,Item not as described,22.61
1230,11396,68,2021-01-11,Product didn't meet expectations,169.52
1231,47946,10,2016-01-17,Found a better deal,0.00
1232,47587,139,2022-04-09,Color doesn't match,0.00
1233,17863,179,2016-02-16,Size doesn't fit,25.09
1234,26168,41,2021-03-08,Size doesn't fit,0.00
1235,6557,366,2019-11-18,Size doesn't fit,0.00
1236,46406,181,2020-11-26,Product damaged during shipping,0.00
1237,33303,192,2016-06-05,Defective product,0.00
1238,4012,67,2021-01-27,Size doesn't fit,0.00
1239,6507,158,2019-03-03,Size doesn't fit,0.00
1240,18022,303,2022-11-07,Changed my mind,564.16
1241,37710,224,2019-09-16,Color doesn't match,0.00
1242,26468,411,2022-09-02,Found a better deal,327.10
1243,37986,160,2022-06-26,Defective product,985.43
1244,837,222,2019-05-19,Product didn't meet expectations,505.78
1245,18583,28,2018-07-06,Received wrong product,0.00
1246,5544,118,2017-10-13,Defective product,0.00
1247,25087,215,2018-08-05,Item not as described,0.00
1248,40356,29,2016-02-14,Ordered by mistake,257.16
1249,18868,204,2020-11-21,Size doesn't fit,0.00
1250,30248,194,2019-10-17,Ordered by mistake,0.00
1251,20993,491,2019-05-15,Product damaged during shipping,3.28
1252,31181,256,2017-05-25,Product didn't meet expectations,0.00
1253,38522,148,2017-04-26,Received wrong product,611.63
1254,8231,26,2021-04-02,Color doesn't match,0.00
1255,28653,65,2019-07-21,Changed my mind,0.00
1256,4192,83,2017-06-01,Defective product,158.42
1257,48846,374,2021-06-27,Color doesn't match,344.53
1258,33736,217,2020-09-24,Defective product,0.00
1259,44179,448,2021-03-25,Color doesn't match,0.00
1260,40215,494,2019-02-20,Product didn't meet expectations,0.00
1261,22536,258,2016-05-21,Product didn't meet expectations,75.73
1262,20970,276,2019-03-28,Size doesn't fit,0.00
1263,26614,108,2017-12-11,Received wrong product,160.74
1264,8887,215,2019-09-21,Changed my mind,0.00
1265,6085,301,2018-12-17,Ordered by mistake,0.00
1266,6833,131,2021-10-20,Defective product,0.00
1267,19085,171,2019-04-06,Defective product,0.00
1268,37254,190,2019-09-05,Item not as described,0.00
1269,7492,483,2018-08-12,Item not as described,0.00
1270,39062,78,2019-03-02,Defective product,0.00
1271,30408,418,2019-06-14,Found a better deal,0.00
1272,38214,198,2022-01-09,Size doesn't fit,710.14
1273,46195,352,2018-02-16,Color doesn't match,53.67
1274,15395,41,2022-06-16,Received wrong product,0.00
1275,4487,404,2022-03-14,Defective product,0.00
1276,22466,359,2019-06-04,Received wrong product,0.00
1277,48322,43,2018-04-18,Product damaged during shipping,0.00
1278,35261,225,2020-02-21,Ordered by mistake,0.00
1279,22447,146,2018-08-09,Product didn't meet expectations,0.00
1280,26949,203,2017-12-01,Product damaged during shipping,0.00
1281,15264,66,2021-07-16,Size doesn't fit,132.75
1282,21851,270,2022-07-26,Received wrong product,0.00
1283,25293,406,2020-04-16,Product didn't meet expectations,0.00
1284,24064,375,2021-01-06,Color doesn't match,0.00
1285,31546,368,2020-04-15,Product damaged during shipping,0.00
1286,28481,351,2016-12-03,Found a better deal,76.91
1287,14271,128,2018-09-09,Ordered by mistake,114.96
1288,33631,123,2016-11-11,Defective product,1363.30
1289,4100,61,2018-10-11,Found a better deal,0.00
1290,18005,99,2017-08-03,Size doesn't fit,0.00
1291,5067,110,2022-11-01,Product damaged during shipping,0.00
1292,21443,492,2016-10-02,Ordered by mistake,0.00
1293,6879,190,2018-01-23,Item not as described,0.00
1294,15537,455,2021-02-07,Found a better deal,0.00
1295,36987,197,2020-11-03,Found a better deal,1359.26
1296,22887,388,2020-07-29,Item not as described,0.00
1297,34273,126,2018-10-18,Found a better deal,0.00
1298,36977,311,2022-10-21,Product damaged during shipping,0.00
1299,2621,432,2019-09-12,Found a better deal,467.57
1300,41036,151,2020-09-27,Size doesn't fit,0.00
1301,34386,294,2020-09-02,Received wrong product,0.00
1302,31058,104,2018-03-13,Ordered by mistake,0.00
1303,13798,447,2019-11-24,Changed my mind,0.00
1304,16,371,2021-03-20,Received wrong product,0.00
1305,18231,149,2020-02-15,Product damaged during shipping,713.89
1306,6986,166,2022-09-09,Color doesn't match,0.00
1307,7943,289,2019-10-22,Received wrong product,0.00
1308,22197,221,2017-09-30,Ordered by mistake,0.00
1309,44837,272,2021-04-23,Changed my mind,0.00
1310,46777,63,2019-10-22,Ordered by mistake,0.00
1311,18027,309,2016-08-19,Changed my mind,0.00
1312,30554,202,2021-04-17,Defective product,0.00
1313,20052,183,2022-08-03,Item not as described,0.00
1314,33267,189,2018-01-11,Product didn't meet expectations,1092.99
1315,29743,468,2021-08-23,Defective product,0.00
1316,14894,153,2016-02-27,Product didn't meet expectations,0.00
1317,35909,82,2017-07-27,Product damaged during shipping,0.00
1318,38336,436,2016-01-29,Color doesn't match,0.00
1319,34037,468,2016-09-10,Received wrong product,0.00
1320,19115,15,2021-12-27,Color doesn't match,0.00
1321,12282,177,2021-07-05,Changed my mind,269.72
1322,26971,260,2019-08-15,Color doesn't match,0.00
1323,12056,5,2021-07-03,Ordered by mistake,206.99
1324,13352,51,2018-05-02,Color doesn't match,0.00
1325,33839,275,2017-09-22,Product damaged during shipping,0.00
1326,12246,142,2019-11-16,Product damaged during shipping,0.00
1439,20261,50,2017-01-25,Changed my mind,0.00
1327,45313,223,2019-02-12,Color doesn't match,124.72
1328,46461,311,2017-01-08,Product didn't meet expectations,55.08
1329,17337,170,2017-12-19,Found a better deal,0.00
1330,31138,191,2019-02-13,Changed my mind,18.18
1331,9479,414,2021-08-29,Product didn't meet expectations,85.55
1332,47179,249,2021-01-21,Changed my mind,0.00
1333,33843,463,2016-05-21,Size doesn't fit,0.00
1334,11411,382,2021-04-08,Changed my mind,0.00
1335,32516,41,2022-10-10,Changed my mind,0.00
1336,31780,159,2021-10-24,Item not as described,0.00
1337,43754,109,2020-10-30,Ordered by mistake,0.00
1338,7352,423,2018-07-17,Color doesn't match,0.00
1339,548,317,2017-04-29,Color doesn't match,122.09
1340,24288,55,2016-04-05,Defective product,0.00
1341,34102,308,2019-08-08,Size doesn't fit,0.00
1342,15298,89,2019-02-17,Found a better deal,114.13
1343,30267,118,2018-03-28,Ordered by mistake,0.00
1344,656,309,2022-02-10,Defective product,450.02
1345,38620,473,2021-05-05,Item not as described,0.00
1346,43132,195,2022-08-14,Size doesn't fit,0.00
1347,39511,166,2016-04-10,Ordered by mistake,0.00
1348,14024,199,2019-02-25,Received wrong product,0.00
1349,38197,202,2018-07-31,Product didn't meet expectations,0.00
1350,24933,254,2021-09-24,Changed my mind,0.00
1351,10674,468,2019-10-13,Found a better deal,0.00
1352,29124,304,2017-04-10,Changed my mind,0.00
1353,33915,495,2019-01-28,Size doesn't fit,0.00
1354,44475,283,2020-07-19,Item not as described,0.00
1355,34233,274,2022-12-10,Ordered by mistake,627.06
1356,29556,53,2021-12-02,Product didn't meet expectations,0.00
1357,21520,468,2016-12-01,Size doesn't fit,0.00
1358,49382,335,2019-09-06,Defective product,0.00
1359,4769,369,2018-10-03,Found a better deal,0.00
1360,18715,86,2020-06-11,Defective product,0.00
1361,38857,276,2019-02-03,Received wrong product,0.00
1362,36300,95,2021-11-30,Changed my mind,0.00
1363,10966,209,2016-10-12,Changed my mind,0.00
1364,2446,424,2020-06-25,Item not as described,76.01
1365,12345,53,2019-03-27,Ordered by mistake,0.00
1366,25226,280,2018-06-24,Changed my mind,134.13
1367,47129,62,2022-09-27,Found a better deal,0.00
1368,44697,453,2016-07-05,Found a better deal,0.00
1369,23796,5,2019-11-29,Ordered by mistake,0.00
1370,12321,131,2021-07-13,Found a better deal,553.75
1371,46515,80,2019-11-03,Received wrong product,515.10
1372,42510,117,2019-04-16,Changed my mind,0.00
1373,48661,72,2018-03-06,Found a better deal,0.00
1374,954,423,2016-02-24,Color doesn't match,0.00
1375,21920,370,2017-06-13,Received wrong product,0.00
1376,29711,31,2021-06-22,Received wrong product,476.47
1377,33323,372,2016-11-09,Found a better deal,214.11
1378,10602,241,2020-05-21,Changed my mind,0.00
1379,10311,149,2021-11-08,Defective product,801.56
1380,27282,441,2016-04-21,Found a better deal,0.00
1381,12084,7,2020-05-25,Item not as described,1010.61
1382,46954,334,2021-08-16,Item not as described,0.00
1383,42773,100,2021-05-24,Changed my mind,0.00
1384,41552,183,2019-07-07,Product didn't meet expectations,1181.46
1385,7560,321,2016-01-14,Product damaged during shipping,498.69
1386,45688,183,2016-09-17,Found a better deal,770.52
1387,6734,478,2017-04-17,Size doesn't fit,0.00
1388,18737,401,2022-12-26,Found a better deal,0.00
1389,25532,141,2019-04-10,Size doesn't fit,0.00
1390,23984,16,2022-07-02,Changed my mind,184.66
1391,37922,57,2020-01-23,Received wrong product,0.00
1392,44308,186,2021-09-02,Color doesn't match,1012.50
1393,1539,483,2020-03-08,Defective product,0.00
1394,29620,324,2021-03-13,Product didn't meet expectations,0.00
1395,20886,159,2022-11-08,Defective product,217.37
1396,42242,12,2016-02-03,Size doesn't fit,0.00
1397,5009,1,2022-05-23,Item not as described,0.00
1398,31232,322,2016-05-30,Changed my mind,0.00
1399,23616,228,2020-11-19,Color doesn't match,0.00
1400,16198,360,2022-08-02,Product didn't meet expectations,0.00
1401,9137,69,2016-08-20,Received wrong product,0.00
1402,2261,475,2022-06-04,Size doesn't fit,766.73
1403,35102,94,2021-05-08,Changed my mind,0.00
1404,2179,309,2022-01-18,Received wrong product,0.00
1405,16768,105,2022-10-27,Item not as described,0.00
1406,25432,388,2017-10-10,Size doesn't fit,0.00
1407,41345,294,2019-02-06,Color doesn't match,206.44
1408,17925,178,2019-02-28,Item not as described,0.00
1409,14054,32,2018-06-09,Product didn't meet expectations,0.00
1410,19358,38,2017-10-07,Color doesn't match,0.00
1411,46987,317,2022-04-12,Received wrong product,0.00
1412,16878,421,2021-09-12,Product didn't meet expectations,93.41
1413,29317,479,2016-10-26,Size doesn't fit,0.00
1414,11940,408,2018-01-01,Received wrong product,187.22
1415,35967,49,2017-09-18,Size doesn't fit,0.00
1416,36248,168,2017-02-19,Ordered by mistake,0.00
1417,20934,302,2017-07-02,Item not as described,0.00
1418,167,399,2022-02-01,Ordered by mistake,0.00
1419,838,460,2021-09-02,Product didn't meet expectations,1714.50
1420,139,203,2021-02-22,Defective product,0.00
1421,46668,140,2017-12-14,Size doesn't fit,80.75
1422,12025,449,2022-11-13,Changed my mind,46.16
1423,6712,347,2016-01-29,Item not as described,0.00
1424,12019,236,2018-05-16,Product didn't meet expectations,473.13
1425,15,355,2016-03-24,Product damaged during shipping,0.00
1426,21126,253,2016-06-25,Size doesn't fit,634.74
1427,10962,416,2018-09-28,Ordered by mistake,0.00
1428,36818,403,2019-10-13,Color doesn't match,0.00
1429,21121,119,2021-08-18,Color doesn't match,0.00
1430,28136,102,2020-12-07,Color doesn't match,848.07
1431,2557,403,2019-02-09,Product damaged during shipping,313.20
1432,24748,268,2019-06-27,Received wrong product,57.21
1433,23751,121,2021-05-08,Found a better deal,0.00
1434,22395,288,2016-12-15,Received wrong product,620.76
1435,37121,429,2016-10-25,Product didn't meet expectations,0.00
1436,3098,448,2020-07-31,Changed my mind,0.00
1437,31330,159,2019-01-04,Ordered by mistake,760.79
1438,12010,331,2018-07-30,Product didn't meet expectations,0.00
1440,29420,185,2017-02-03,Color doesn't match,0.00
1441,41526,101,2020-07-10,Ordered by mistake,339.64
1442,1862,291,2022-11-18,Product damaged during shipping,0.00
1443,28246,45,2022-10-12,Defective product,0.00
1444,43114,304,2022-06-29,Found a better deal,661.33
1445,10919,93,2022-03-25,Defective product,0.00
1446,26588,39,2018-03-21,Item not as described,0.00
1447,22058,146,2020-11-28,Item not as described,699.82
1448,23857,415,2021-05-02,Ordered by mistake,337.54
1449,3072,215,2018-03-20,Product didn't meet expectations,0.00
1450,10737,474,2020-05-12,Size doesn't fit,29.20
1451,19384,438,2016-11-12,Found a better deal,0.00
1452,30589,219,2016-12-03,Changed my mind,72.11
1453,30854,396,2017-09-19,Ordered by mistake,0.00
1454,2690,200,2017-05-14,Item not as described,147.52
1455,12164,206,2022-06-26,Item not as described,52.09
1456,5518,468,2021-11-01,Received wrong product,0.00
1457,14177,359,2016-09-27,Received wrong product,0.00
1458,44444,371,2023-01-01,Ordered by mistake,0.00
1459,2483,153,2019-12-11,Product damaged during shipping,226.85
1460,32791,124,2020-07-01,Color doesn't match,0.00
1461,4121,215,2019-10-19,Color doesn't match,0.00
1462,16766,362,2017-03-19,Product didn't meet expectations,0.00
1463,36856,349,2020-11-18,Defective product,0.00
1464,23757,171,2018-10-16,Defective product,0.00
1465,11529,296,2019-04-15,Changed my mind,0.00
1466,2771,338,2019-01-04,Found a better deal,60.21
1467,33983,267,2016-07-03,Ordered by mistake,1464.91
1468,12481,175,2018-03-12,Size doesn't fit,0.00
1469,41147,199,2017-11-09,Product didn't meet expectations,778.25
1470,14668,276,2020-06-05,Defective product,0.00
1471,26006,385,2022-05-09,Changed my mind,0.00
1472,16217,291,2019-07-16,Size doesn't fit,0.00
1473,17885,15,2016-11-05,Defective product,0.00
1474,41249,476,2017-07-11,Color doesn't match,519.35
1475,31449,271,2018-03-21,Changed my mind,0.00
1476,9174,65,2020-06-25,Item not as described,106.64
1477,17559,175,2016-10-18,Item not as described,0.00
1478,14576,275,2017-04-30,Changed my mind,0.00
1479,17069,320,2020-12-01,Product damaged during shipping,289.62
1480,18674,81,2016-06-30,Color doesn't match,403.16
1481,5332,80,2018-06-02,Product didn't meet expectations,405.64
1482,37144,458,2020-05-13,Color doesn't match,143.20
1483,9076,163,2019-02-22,Product damaged during shipping,0.00
1484,17294,478,2021-02-24,Found a better deal,0.00
1485,2978,413,2017-03-27,Defective product,0.00
1486,1804,73,2022-02-07,Changed my mind,137.03
1487,13295,322,2018-12-10,Item not as described,104.89
1488,25593,185,2022-05-08,Product damaged during shipping,0.00
1489,39465,478,2016-04-24,Product damaged during shipping,0.00
1490,8310,9,2019-01-15,Size doesn't fit,0.00
1491,4434,74,2018-12-20,Changed my mind,0.00
1492,18850,270,2018-07-20,Item not as described,0.00
1493,36244,127,2016-11-26,Item not as described,0.00
1494,7724,219,2018-07-09,Received wrong product,0.00
1495,10684,153,2019-11-15,Color doesn't match,0.00
1496,41066,420,2017-10-10,Found a better deal,0.00
1497,31007,474,2018-11-26,Color doesn't match,0.00
1498,15135,11,2018-05-13,Ordered by mistake,11.78
1499,15750,424,2017-03-22,Changed my mind,0.00
1500,17375,54,2017-04-23,Defective product,714.34
1501,31053,497,2022-07-24,Found a better deal,0.00
1502,10235,76,2019-10-01,Defective product,0.00
1503,35975,499,2022-12-03,Size doesn't fit,0.00
1504,15360,281,2022-02-27,Ordered by mistake,0.00
1505,9633,398,2018-04-08,Size doesn't fit,0.00
1506,20361,355,2020-08-11,Defective product,0.00
1507,17377,308,2017-04-09,Changed my mind,0.00
1508,19037,339,2016-01-30,Item not as described,0.00
1509,32076,484,2021-09-21,Defective product,0.00
1510,3735,246,2017-07-22,Size doesn't fit,0.00
1511,26587,279,2021-10-28,Product damaged during shipping,0.00
1512,27579,310,2018-05-04,Size doesn't fit,0.00
1513,29461,238,2021-02-04,Ordered by mistake,0.00
1514,44285,352,2018-02-16,Item not as described,483.02
1515,27486,2,2018-02-05,Found a better deal,41.96
1516,9029,313,2018-08-15,Received wrong product,0.00
1517,6670,291,2017-09-21,Color doesn't match,0.00
1518,2177,95,2019-02-15,Product didn't meet expectations,336.83
1519,37020,86,2021-01-21,Color doesn't match,0.00
1520,48744,322,2020-02-28,Found a better deal,0.00
1521,36960,11,2017-07-05,Product didn't meet expectations,0.00
1522,13121,7,2018-07-25,Product didn't meet expectations,0.00
1523,7801,287,2016-07-11,Size doesn't fit,0.00
1524,18588,330,2021-02-03,Found a better deal,0.00
1525,12810,79,2017-04-17,Received wrong product,0.00
1526,24418,38,2017-03-27,Changed my mind,0.00
1527,505,37,2017-03-17,Product didn't meet expectations,0.00
1528,32307,372,2018-08-01,Item not as described,0.00
1529,45919,431,2016-02-29,Found a better deal,0.00
1530,12677,262,2017-05-14,Product didn't meet expectations,0.00
1531,42101,114,2022-10-14,Size doesn't fit,0.00
1532,47041,491,2018-11-26,Product didn't meet expectations,0.00
1533,21949,207,2016-05-08,Size doesn't fit,0.00
1534,45339,53,2018-04-21,Found a better deal,0.00
1535,442,80,2019-05-04,Found a better deal,0.00
1536,7259,493,2018-03-01,Defective product,0.00
1537,8848,67,2022-10-08,Product didn't meet expectations,0.00
1538,23389,100,2020-01-21,Color doesn't match,0.00
1539,20072,253,2021-02-23,Changed my mind,0.00
1540,10870,417,2017-04-29,Changed my mind,0.00
1541,8543,22,2022-03-30,Product didn't meet expectations,0.00
1542,7446,232,2020-05-18,Size doesn't fit,0.00
1543,43195,117,2017-09-19,Color doesn't match,0.00
1544,49579,35,2021-10-19,Received wrong product,0.00
1545,14787,61,2017-12-26,Ordered by mistake,0.00
1546,46347,212,2017-04-16,Defective product,0.00
1547,37349,107,2018-08-11,Ordered by mistake,0.00
1548,14131,309,2022-11-12,Found a better deal,0.00
1549,38708,464,2021-10-15,Product damaged during shipping,0.00
1550,1266,385,2020-04-18,Found a better deal,0.00
2215,46446,99,2016-08-25,Changed my mind,0.00
1551,35750,478,2017-02-10,Found a better deal,676.81
1552,14145,37,2021-11-16,Item not as described,0.00
1553,40131,39,2018-06-03,Found a better deal,0.00
1554,23321,370,2018-04-23,Product didn't meet expectations,0.00
1555,26351,349,2019-04-09,Found a better deal,0.00
1556,19351,104,2020-08-14,Product damaged during shipping,0.00
1557,4155,420,2022-03-28,Size doesn't fit,0.00
1558,49335,87,2016-06-25,Found a better deal,493.16
1559,29175,119,2017-03-01,Changed my mind,0.00
1560,24026,358,2019-02-07,Changed my mind,247.66
1561,21352,485,2018-10-17,Item not as described,0.00
1562,32704,244,2020-10-04,Product damaged during shipping,0.00
1563,2390,68,2021-06-19,Color doesn't match,0.00
1564,40172,475,2019-08-12,Color doesn't match,0.00
1565,41920,294,2016-05-21,Changed my mind,990.91
1566,38537,480,2020-04-30,Found a better deal,0.00
1567,28350,181,2022-06-28,Size doesn't fit,68.21
1568,41105,387,2021-06-21,Size doesn't fit,0.00
1569,36874,113,2019-09-29,Product didn't meet expectations,0.00
1570,47309,241,2016-04-04,Changed my mind,0.00
1571,33136,164,2017-08-02,Defective product,0.00
1572,910,256,2016-07-18,Color doesn't match,0.00
1573,19249,113,2020-08-24,Found a better deal,0.00
1574,15921,335,2018-04-20,Item not as described,0.00
1575,20232,280,2018-10-03,Received wrong product,0.00
1576,2027,94,2018-11-28,Product damaged during shipping,0.00
1577,39946,183,2020-01-05,Product didn't meet expectations,89.89
1578,28664,425,2020-01-19,Product damaged during shipping,0.00
1579,24192,39,2021-05-08,Received wrong product,0.00
1580,40689,278,2017-11-25,Ordered by mistake,0.00
1581,36546,41,2021-04-15,Color doesn't match,0.00
1582,6217,435,2022-08-04,Changed my mind,0.00
1583,39755,289,2019-11-24,Ordered by mistake,0.00
1584,33770,126,2022-07-04,Received wrong product,0.00
1585,14180,426,2016-03-19,Size doesn't fit,0.00
1586,26562,144,2017-11-15,Changed my mind,0.00
1587,11516,278,2018-08-14,Product didn't meet expectations,0.00
1588,1197,180,2022-06-13,Product damaged during shipping,0.00
1589,12125,331,2018-12-27,Defective product,0.00
1590,29704,196,2020-07-13,Defective product,0.00
1591,14588,294,2021-06-04,Ordered by mistake,188.75
1592,12383,440,2020-06-11,Found a better deal,0.00
