customerproductrating_id,customer_id,product_id,ratings,review,sentiment
8357,296,427,4.5,"Top-notch quality, worth every penny.",good
8358,192,460,4.0,"Fantastic purchase, exceeded my expectations.",good
8359,212,136,1.5,"Waste of money, poor quality.",bad
8360,39,30,4.5,Excellent product! Highly recommended.,good
8361,108,64,2.0,Product didn't meet my expectations at all.,bad
8362,292,116,2.0,"Product arrived damaged, no response from customer service.",bad
8363,333,38,1.0,"Cheaply made, fell apart after a short time.",bad
8364,42,277,2.5,Product didn't meet my expectations at all.,bad
8365,171,427,1.0,"Avoid this product, it''s a complete letdown.",bad
8366,383,229,2.5,"Very dissatisfied, regretting my purchase.",bad
8367,59,151,4.0,"Outstanding product, I''m a happy customer.",good
8368,382,95,4.0,"Outstanding product, I''m a happy customer.",good
8369,467,420,1.5,"Cheaply made, fell apart after a short time.",bad
8370,6,38,3.0,"False advertising, don''t trust the product description.",bad
8371,59,241,2.0,Overpriced for the low quality.,bad
8372,38,287,4.0,"Fantastic purchase, exceeded my expectations.",good
8373,329,189,4.0,Couldn't be happier with my purchase.,good
8374,300,322,3.5,"Outstanding product, I''m a happy customer.",good
8375,209,438,3.5,"Outstanding product, I''m a happy customer.",good
8376,98,21,4.0,Impressed with the features and performance.,good
8377,245,1,1.5,Overpriced for the low quality.,bad
8378,266,119,3.5,Impressed with the features and performance.,good
8379,364,189,1.5,"Product arrived damaged, no response from customer service.",bad
8380,230,232,4.0,"Outstanding product, I''m a happy customer.",good
8381,441,279,4.0,Very satisfied with the product. Will buy again.,good
8382,97,433,3.5,Very satisfied with the product. Will buy again.,good
8383,143,134,4.5,"Top-notch quality, worth every penny.",good
8384,230,15,2.5,"Very dissatisfied, regretting my purchase.",bad
8385,144,92,1.5,"Terrible product, do not buy!",bad
8386,191,436,3.5,"Top-notch quality, worth every penny.",good
8387,52,248,1.5,"Product arrived damaged, no response from customer service.",bad
8388,197,290,4.5,"Top-notch quality, worth every penny.",good
8389,109,476,3.0,Product didn't meet my expectations at all.,bad
8390,49,446,4.5,"Quality product, exactly as described.",good
8391,230,384,3.5,Impressed with the features and performance.,good
8392,173,425,3.5,Impressed with the features and performance.,good
8393,434,207,3.5,"Outstanding product, I''m a happy customer.",good
8394,317,174,4.0,"Top-notch quality, worth every penny.",good
8395,122,137,1.5,"Product arrived damaged, no response from customer service.",bad
8396,256,12,1.0,"Product arrived damaged, no response from customer service.",bad
8397,296,76,2.5,"Waste of money, poor quality.",bad
8398,119,287,1.5,Product didn't meet my expectations at all.,bad
8399,148,450,4.5,"Quality product, exactly as described.",good
8400,254,443,2.5,"Very dissatisfied, regretting my purchase.",bad
8401,479,208,4.0,"Quality product, exactly as described.",good
8402,480,83,3.5,Excellent product! Highly recommended.,good
8403,266,107,3.0,"Avoid this product, it''s a complete letdown.",bad
8404,1,301,2.5,"Very dissatisfied, regretting my purchase.",bad
8405,18,422,2.0,Product didn't meet my expectations at all.,bad
8406,186,327,1.5,"Waste of money, poor quality.",bad
8407,181,67,1.5,"Terrible product, do not buy!",bad
8408,321,448,3.5,"Top-notch quality, worth every penny.",good
8409,438,203,1.5,Product didn't meet my expectations at all.,bad
8410,349,229,3.5,Excellent product! Highly recommended.,good
8411,500,406,3.5,Great quality and value for money.,good
8412,418,367,1.5,"Avoid this product, it''s a complete letdown.",bad
8413,59,252,1.5,Overpriced for the low quality.,bad
8414,125,138,4.5,Couldn't be happier with my purchase.,good
8415,163,361,1.0,"Terrible product, do not buy!",bad
8416,358,136,2.0,"Very dissatisfied, regretting my purchase.",bad
8417,337,412,3.5,Impressed with the features and performance.,good
8418,196,322,1.5,"Avoid this product, it''s a complete letdown.",bad
8419,326,251,3.5,Couldn't be happier with my purchase.,good
8420,431,500,3.5,Excellent product! Highly recommended.,good
8421,18,340,2.0,Overpriced for the low quality.,bad
8422,385,469,3.5,"Fantastic purchase, exceeded my expectations.",good
8423,131,385,4.0,Excellent product! Highly recommended.,good
8424,320,415,4.5,Impressed with the features and performance.,good
8425,114,98,2.5,"Not as advertised, very disappointed.",bad
8426,166,234,2.0,"Waste of money, poor quality.",bad
8427,55,133,3.0,"Not as advertised, very disappointed.",bad
8428,285,463,3.5,Very satisfied with the product. Will buy again.,good
8429,468,469,1.5,"Product arrived damaged, no response from customer service.",bad
8430,498,337,1.0,"Avoid this product, it''s a complete letdown.",bad
8431,129,428,4.5,"Top-notch quality, worth every penny.",good
8432,463,305,3.5,Impressed with the features and performance.,good
8433,473,225,1.5,"Cheaply made, fell apart after a short time.",bad
8434,116,233,2.5,"Product arrived damaged, no response from customer service.",bad
8435,127,244,3.0,"Product arrived damaged, no response from customer service.",bad
8436,160,252,3.5,"Fantastic purchase, exceeded my expectations.",good
8437,477,432,3.5,Impressed with the features and performance.,good
8438,421,135,3.0,Overpriced for the low quality.,bad
8439,168,228,4.5,"Outstanding product, I''m a happy customer.",good
8440,20,127,3.5,Excellent product! Highly recommended.,good
8441,454,181,3.0,"Very dissatisfied, regretting my purchase.",bad
8442,382,193,3.5,"Outstanding product, I''m a happy customer.",good
8443,152,453,4.0,Great quality and value for money.,good
8444,496,235,2.5,"Not as advertised, very disappointed.",bad
8445,158,148,1.5,Overpriced for the low quality.,bad
8446,477,393,3.0,"Terrible product, do not buy!",bad
8447,154,403,4.0,Couldn't be happier with my purchase.,good
8448,16,311,3.0,"False advertising, don''t trust the product description.",bad
8449,347,173,1.5,"Cheaply made, fell apart after a short time.",bad
8450,427,260,4.0,"Fantastic purchase, exceeded my expectations.",good
8451,181,27,2.0,"False advertising, don''t trust the product description.",bad
8452,100,232,1.5,"Avoid this product, it''s a complete letdown.",bad
8453,498,127,2.0,Overpriced for the low quality.,bad
8454,90,476,4.0,"Top-notch quality, worth every penny.",good
8455,111,38,4.0,"Quality product, exactly as described.",good
8456,98,145,1.5,"Terrible product, do not buy!",bad
8457,418,339,2.5,"Very dissatisfied, regretting my purchase.",bad
8458,37,156,2.0,"False advertising, don''t trust the product description.",bad
8459,71,490,3.5,Couldn't be happier with my purchase.,good
8460,281,207,3.0,"Avoid this product, it''s a complete letdown.",bad
8461,244,340,1.0,"Waste of money, poor quality.",bad
8462,170,353,1.5,Product didn't meet my expectations at all.,bad
8463,180,108,1.0,"Waste of money, poor quality.",bad
8464,466,229,3.5,"Quality product, exactly as described.",good
8465,176,463,2.0,"Very dissatisfied, regretting my purchase.",bad
8466,71,184,2.5,"Not as advertised, very disappointed.",bad
8467,391,42,2.0,Overpriced for the low quality.,bad
8468,87,411,1.5,"Product arrived damaged, no response from customer service.",bad
8469,354,301,1.5,Product didn't meet my expectations at all.,bad
8470,337,354,3.5,Couldn't be happier with my purchase.,good
8471,127,115,2.5,Product didn't meet my expectations at all.,bad
8472,97,257,1.0,"Very dissatisfied, regretting my purchase.",bad
8473,303,311,4.5,Impressed with the features and performance.,good
8474,375,328,3.5,"Top-notch quality, worth every penny.",good
8475,235,161,1.0,"Terrible product, do not buy!",bad
8476,283,165,1.0,"Avoid this product, it''s a complete letdown.",bad
8477,439,130,4.5,Excellent product! Highly recommended.,good
8478,446,88,3.0,"Not as advertised, very disappointed.",bad
8479,390,453,4.5,"Outstanding product, I''m a happy customer.",good
8480,73,328,4.5,Great quality and value for money.,good
8481,94,334,3.5,"Quality product, exactly as described.",good
8482,232,359,3.5,"Delivered on time, and the product is perfect.",good
8483,305,366,1.0,"Avoid this product, it''s a complete letdown.",bad
8484,4,382,3.0,"Very dissatisfied, regretting my purchase.",bad
8485,118,433,3.5,Great quality and value for money.,good
8486,117,304,4.5,"Delivered on time, and the product is perfect.",good
8487,85,78,4.5,"Delivered on time, and the product is perfect.",good
8488,398,293,3.5,"Fantastic purchase, exceeded my expectations.",good
8489,239,57,2.0,"Terrible product, do not buy!",bad
8490,493,180,3.5,Great quality and value for money.,good
8491,314,324,4.0,Impressed with the features and performance.,good
8492,257,251,2.0,"Avoid this product, it''s a complete letdown.",bad
8493,310,227,2.5,"Avoid this product, it''s a complete letdown.",bad
8494,193,103,2.0,"False advertising, don''t trust the product description.",bad
8495,12,255,2.0,"Very dissatisfied, regretting my purchase.",bad
8496,241,467,4.0,Great quality and value for money.,good
8497,462,355,1.5,"Very dissatisfied, regretting my purchase.",bad
8498,428,488,3.5,"Fantastic purchase, exceeded my expectations.",good
8499,451,151,2.0,Overpriced for the low quality.,bad
8500,284,228,4.0,"Delivered on time, and the product is perfect.",good
8501,333,101,2.0,"Terrible product, do not buy!",bad
8502,183,300,3.5,"Delivered on time, and the product is perfect.",good
8503,193,224,4.5,"Top-notch quality, worth every penny.",good
8504,275,92,2.5,"Not as advertised, very disappointed.",bad
8505,117,207,4.5,"Fantastic purchase, exceeded my expectations.",good
8506,279,192,3.0,"Terrible product, do not buy!",bad
8507,212,448,2.5,Overpriced for the low quality.,bad
8508,315,312,4.5,"Fantastic purchase, exceeded my expectations.",good
8509,20,338,1.5,"Terrible product, do not buy!",bad
8510,250,207,1.5,"Product arrived damaged, no response from customer service.",bad
8511,128,146,4.5,Excellent product! Highly recommended.,good
8512,209,141,1.5,"Very dissatisfied, regretting my purchase.",bad
8513,128,69,3.5,Very satisfied with the product. Will buy again.,good
8514,394,170,4.5,Great quality and value for money.,good
8515,329,446,1.0,"Avoid this product, it''s a complete letdown.",bad
8516,453,262,2.5,Product didn't meet my expectations at all.,bad
8517,225,346,1.0,"Waste of money, poor quality.",bad
8518,40,405,2.0,"False advertising, don''t trust the product description.",bad
8519,431,202,3.5,Excellent product! Highly recommended.,good
8520,135,385,1.0,"False advertising, don''t trust the product description.",bad
8521,128,30,4.5,"Outstanding product, I''m a happy customer.",good
8522,4,436,4.5,"Delivered on time, and the product is perfect.",good
8523,209,364,4.0,"Quality product, exactly as described.",good
8524,470,398,2.0,"Very dissatisfied, regretting my purchase.",bad
8525,6,21,2.0,"Very dissatisfied, regretting my purchase.",bad
8526,185,467,3.0,"Not as advertised, very disappointed.",bad
8527,308,56,2.5,"Not as advertised, very disappointed.",bad
8528,154,386,4.0,"Top-notch quality, worth every penny.",good
8529,272,350,3.5,"Outstanding product, I''m a happy customer.",good
8530,201,447,2.0,"Not as advertised, very disappointed.",bad
8531,494,37,3.0,"Avoid this product, it''s a complete letdown.",bad
8532,408,149,2.0,Product didn't meet my expectations at all.,bad
8533,244,41,2.0,"Waste of money, poor quality.",bad
8534,46,144,4.5,Impressed with the features and performance.,good
8535,63,373,2.5,"Not as advertised, very disappointed.",bad
8536,128,35,4.0,"Outstanding product, I''m a happy customer.",good
8537,266,203,3.5,Impressed with the features and performance.,good
8538,263,93,3.5,Impressed with the features and performance.,good
8539,154,4,4.0,Great quality and value for money.,good
8540,214,210,3.5,Excellent product! Highly recommended.,good
8541,42,239,3.5,Very satisfied with the product. Will buy again.,good
8542,354,464,2.0,"Cheaply made, fell apart after a short time.",bad
8543,453,377,3.5,Excellent product! Highly recommended.,good
8544,149,22,4.5,Very satisfied with the product. Will buy again.,good
8545,60,7,4.0,Very satisfied with the product. Will buy again.,good
8546,416,133,1.0,"Cheaply made, fell apart after a short time.",bad
8547,133,46,3.5,"Top-notch quality, worth every penny.",good
8548,278,383,3.0,"Cheaply made, fell apart after a short time.",bad
8549,97,400,3.0,"Waste of money, poor quality.",bad
8550,163,106,1.5,"Waste of money, poor quality.",bad
8551,359,234,1.0,Overpriced for the low quality.,bad
8552,469,161,1.0,"Waste of money, poor quality.",bad
8553,172,443,4.5,Couldn't be happier with my purchase.,good
8554,347,441,4.0,Excellent product! Highly recommended.,good
8555,293,380,2.5,Product didn't meet my expectations at all.,bad
8556,270,363,3.5,"Top-notch quality, worth every penny.",good
8557,329,309,3.5,"Delivered on time, and the product is perfect.",good
8558,442,349,1.0,"Cheaply made, fell apart after a short time.",bad
8559,145,432,2.0,"Cheaply made, fell apart after a short time.",bad
8560,266,484,2.0,"Waste of money, poor quality.",bad
8561,328,200,2.0,Overpriced for the low quality.,bad
8562,41,435,2.5,Overpriced for the low quality.,bad
8563,108,118,3.5,"Top-notch quality, worth every penny.",good
8564,317,257,4.0,"Top-notch quality, worth every penny.",good
8565,73,106,4.5,"Quality product, exactly as described.",good
8566,411,103,1.5,"False advertising, don''t trust the product description.",bad
8567,21,84,1.5,Product didn't meet my expectations at all.,bad
8568,123,345,4.5,Great quality and value for money.,good
8569,403,405,4.5,"Outstanding product, I''m a happy customer.",good
8570,363,312,4.5,Couldn't be happier with my purchase.,good
8571,168,1,3.5,Very satisfied with the product. Will buy again.,good
8572,255,401,1.0,"Product arrived damaged, no response from customer service.",bad
8573,274,469,4.5,"Delivered on time, and the product is perfect.",good
8574,404,372,4.0,"Quality product, exactly as described.",good
8575,50,38,4.5,Couldn't be happier with my purchase.,good
8576,142,154,1.5,Overpriced for the low quality.,bad
8577,241,484,1.0,"False advertising, don''t trust the product description.",bad
8578,160,144,2.0,"Product arrived damaged, no response from customer service.",bad
8579,352,306,4.5,"Top-notch quality, worth every penny.",good
8580,10,218,1.0,"Product arrived damaged, no response from customer service.",bad
8581,479,376,4.0,"Fantastic purchase, exceeded my expectations.",good
8582,60,289,4.5,Great quality and value for money.,good
8583,446,219,4.5,"Top-notch quality, worth every penny.",good
8584,11,82,2.5,"Product arrived damaged, no response from customer service.",bad
8585,224,195,2.0,"Terrible product, do not buy!",bad
8586,48,168,2.5,"Cheaply made, fell apart after a short time.",bad
8587,145,189,3.0,"False advertising, don''t trust the product description.",bad
8588,124,326,3.5,Impressed with the features and performance.,good
8589,392,456,2.5,"Very dissatisfied, regretting my purchase.",bad
8590,192,314,2.0,"False advertising, don''t trust the product description.",bad
8591,401,222,3.0,"Cheaply made, fell apart after a short time.",bad
8592,379,1,1.5,Product didn't meet my expectations at all.,bad
8593,335,283,1.0,"Cheaply made, fell apart after a short time.",bad
8594,29,443,1.5,"Waste of money, poor quality.",bad
8595,171,409,4.0,Great quality and value for money.,good
8596,184,126,4.0,Great quality and value for money.,good
8597,475,496,2.0,"Avoid this product, it''s a complete letdown.",bad
8598,212,186,4.0,Couldn't be happier with my purchase.,good
8599,102,489,4.5,Very satisfied with the product. Will buy again.,good
8600,12,235,3.5,"Quality product, exactly as described.",good
8601,328,219,2.5,"Cheaply made, fell apart after a short time.",bad
8602,337,338,2.5,Product didn't meet my expectations at all.,bad
8603,175,8,4.5,"Delivered on time, and the product is perfect.",good
8604,378,238,1.0,"Terrible product, do not buy!",bad
8605,269,169,1.5,Overpriced for the low quality.,bad
8606,353,276,4.5,"Top-notch quality, worth every penny.",good
8607,326,67,4.0,"Fantastic purchase, exceeded my expectations.",good
8608,85,8,4.5,Impressed with the features and performance.,good
8609,149,483,4.5,Very satisfied with the product. Will buy again.,good
8610,267,109,1.0,Overpriced for the low quality.,bad
8611,231,473,2.0,"False advertising, don''t trust the product description.",bad
8612,286,409,3.5,Great quality and value for money.,good
8613,450,336,4.0,"Fantastic purchase, exceeded my expectations.",good
8614,13,381,4.5,"Quality product, exactly as described.",good
8615,8,226,1.0,"False advertising, don''t trust the product description.",bad
8616,391,278,3.5,Great quality and value for money.,good
8617,250,96,4.5,"Top-notch quality, worth every penny.",good
8618,228,202,3.0,"Avoid this product, it''s a complete letdown.",bad
8619,44,261,1.5,"Waste of money, poor quality.",bad
8620,243,28,2.5,Overpriced for the low quality.,bad
8621,415,7,4.0,Excellent product! Highly recommended.,good
8622,384,255,3.0,"Not as advertised, very disappointed.",bad
8623,278,343,4.0,"Delivered on time, and the product is perfect.",good
8624,216,271,4.5,"Quality product, exactly as described.",good
8625,281,218,1.5,"Product arrived damaged, no response from customer service.",bad
8626,455,187,4.5,Excellent product! Highly recommended.,good
8627,298,448,4.0,"Delivered on time, and the product is perfect.",good
8628,300,171,4.5,Great quality and value for money.,good
8629,377,143,2.0,"Cheaply made, fell apart after a short time.",bad
8630,410,38,4.5,Great quality and value for money.,good
8631,417,339,4.0,"Fantastic purchase, exceeded my expectations.",good
8632,396,285,4.0,"Top-notch quality, worth every penny.",good
8633,102,26,4.0,"Delivered on time, and the product is perfect.",good
8634,77,152,2.0,"Avoid this product, it''s a complete letdown.",bad
8635,50,467,4.5,"Fantastic purchase, exceeded my expectations.",good
8636,13,205,4.0,"Outstanding product, I''m a happy customer.",good
8637,450,93,4.5,"Outstanding product, I''m a happy customer.",good
8638,486,299,4.5,Very satisfied with the product. Will buy again.,good
8639,68,356,2.5,"False advertising, don''t trust the product description.",bad
8640,297,64,2.0,Overpriced for the low quality.,bad
8641,160,225,3.0,Product didn't meet my expectations at all.,bad
8642,223,271,3.5,"Delivered on time, and the product is perfect.",good
8643,268,257,2.5,"Cheaply made, fell apart after a short time.",bad
8644,91,275,3.5,"Delivered on time, and the product is perfect.",good
8645,380,483,4.0,"Delivered on time, and the product is perfect.",good
8646,215,181,4.5,"Outstanding product, I''m a happy customer.",good
8647,53,176,4.0,Very satisfied with the product. Will buy again.,good
8648,251,399,2.5,Overpriced for the low quality.,bad
8649,487,35,1.0,"Waste of money, poor quality.",bad
8650,210,303,1.0,"Product arrived damaged, no response from customer service.",bad
8651,259,419,3.5,Great quality and value for money.,good
8652,405,58,2.5,"Terrible product, do not buy!",bad
8653,261,37,3.5,"Delivered on time, and the product is perfect.",good
8654,213,177,2.0,"Avoid this product, it''s a complete letdown.",bad
8655,128,366,1.0,"Not as advertised, very disappointed.",bad
8656,394,169,2.5,"False advertising, don''t trust the product description.",bad
8657,390,308,2.0,"Product arrived damaged, no response from customer service.",bad
8658,208,448,4.0,"Quality product, exactly as described.",good
8659,460,194,1.0,"Terrible product, do not buy!",bad
8660,365,282,2.0,Product didn't meet my expectations at all.,bad
8661,489,284,4.5,Couldn't be happier with my purchase.,good
8662,103,382,2.0,"Cheaply made, fell apart after a short time.",bad
8663,333,156,4.0,Couldn't be happier with my purchase.,good
8664,102,454,3.5,Very satisfied with the product. Will buy again.,good
8665,93,41,1.0,Overpriced for the low quality.,bad
8666,280,397,3.5,"Fantastic purchase, exceeded my expectations.",good
8667,366,448,3.5,"Quality product, exactly as described.",good
8668,276,165,4.5,"Outstanding product, I''m a happy customer.",good
8669,33,320,4.0,"Outstanding product, I''m a happy customer.",good
8670,386,246,2.5,"Terrible product, do not buy!",bad
8671,67,36,2.5,"Terrible product, do not buy!",bad
8672,350,209,4.0,Great quality and value for money.,good
8673,377,126,1.0,Product didn't meet my expectations at all.,bad
8674,90,36,2.5,Overpriced for the low quality.,bad
8675,14,250,4.5,Excellent product! Highly recommended.,good
8676,105,243,2.0,"Product arrived damaged, no response from customer service.",bad
8677,316,2,1.0,Overpriced for the low quality.,bad
8678,90,230,3.5,Impressed with the features and performance.,good
8679,135,351,2.0,"Terrible product, do not buy!",bad
8680,94,7,4.0,Impressed with the features and performance.,good
8681,469,94,2.5,Overpriced for the low quality.,bad
8682,341,342,4.0,Great quality and value for money.,good
8683,178,249,2.5,"Waste of money, poor quality.",bad
8684,148,94,3.5,Impressed with the features and performance.,good
8685,28,187,4.5,"Delivered on time, and the product is perfect.",good
8686,204,489,4.0,Couldn't be happier with my purchase.,good
8687,116,84,4.5,Couldn't be happier with my purchase.,good
8688,58,310,4.0,Great quality and value for money.,good
8689,185,193,3.5,"Top-notch quality, worth every penny.",good
8690,450,410,4.5,"Top-notch quality, worth every penny.",good
8691,275,118,4.5,"Fantastic purchase, exceeded my expectations.",good
8692,132,290,3.0,"Product arrived damaged, no response from customer service.",bad
8693,199,76,4.5,Impressed with the features and performance.,good
8694,131,109,1.5,"Product arrived damaged, no response from customer service.",bad
8695,498,265,3.5,Very satisfied with the product. Will buy again.,good
8696,453,328,4.0,Very satisfied with the product. Will buy again.,good
8697,393,246,2.0,"Cheaply made, fell apart after a short time.",bad
8698,318,286,3.0,"False advertising, don''t trust the product description.",bad
8699,36,35,2.0,"Not as advertised, very disappointed.",bad
8700,71,263,2.5,"Terrible product, do not buy!",bad
8701,70,204,3.5,"Quality product, exactly as described.",good
8702,399,208,4.0,Excellent product! Highly recommended.,good
8703,236,210,4.0,Very satisfied with the product. Will buy again.,good
8704,182,366,2.5,Overpriced for the low quality.,bad
8705,484,42,4.0,"Top-notch quality, worth every penny.",good
8706,318,167,3.5,Couldn't be happier with my purchase.,good
8707,160,436,3.5,Couldn't be happier with my purchase.,good
8708,338,433,1.0,"False advertising, don''t trust the product description.",bad
8709,412,354,1.0,"Terrible product, do not buy!",bad
8710,450,329,3.0,Product didn't meet my expectations at all.,bad
8711,155,454,3.5,Very satisfied with the product. Will buy again.,good
8712,84,189,3.0,"Waste of money, poor quality.",bad
8713,261,218,2.5,"Product arrived damaged, no response from customer service.",bad
8714,343,412,2.0,"Very dissatisfied, regretting my purchase.",bad
8715,132,341,2.5,"Product arrived damaged, no response from customer service.",bad
8716,227,259,4.0,"Fantastic purchase, exceeded my expectations.",good
8717,239,443,4.5,Excellent product! Highly recommended.,good
8718,78,310,4.0,Excellent product! Highly recommended.,good
8719,406,187,1.0,"Product arrived damaged, no response from customer service.",bad
8720,104,410,3.5,Couldn't be happier with my purchase.,good
8721,367,435,3.5,"Fantastic purchase, exceeded my expectations.",good
8722,423,481,1.5,Product didn't meet my expectations at all.,bad
8723,62,273,1.5,"Very dissatisfied, regretting my purchase.",bad
8724,264,145,1.5,"Very dissatisfied, regretting my purchase.",bad
8725,351,414,4.0,Impressed with the features and performance.,good
8726,182,233,2.0,Product didn't meet my expectations at all.,bad
8727,124,31,1.5,"Cheaply made, fell apart after a short time.",bad
8728,228,490,2.5,"Product arrived damaged, no response from customer service.",bad
8729,402,170,4.5,"Top-notch quality, worth every penny.",good
8730,260,444,4.0,"Delivered on time, and the product is perfect.",good
8731,272,388,1.0,Overpriced for the low quality.,bad
8732,90,451,2.0,"Cheaply made, fell apart after a short time.",bad
8733,138,173,4.0,Great quality and value for money.,good
8734,442,459,4.0,Very satisfied with the product. Will buy again.,good
8735,329,29,4.0,Great quality and value for money.,good
8736,141,421,4.0,"Quality product, exactly as described.",good
8737,472,255,4.5,Impressed with the features and performance.,good
8738,378,130,3.0,"Product arrived damaged, no response from customer service.",bad
8739,336,85,2.5,"Product arrived damaged, no response from customer service.",bad
8740,35,492,4.0,"Quality product, exactly as described.",good
8741,135,122,1.0,"Waste of money, poor quality.",bad
8742,422,90,4.0,"Fantastic purchase, exceeded my expectations.",good
8743,341,80,1.0,"Product arrived damaged, no response from customer service.",bad
8744,326,123,4.5,Great quality and value for money.,good
8745,249,31,2.5,"Waste of money, poor quality.",bad
8746,402,120,4.5,Great quality and value for money.,good
8747,379,232,1.5,"Avoid this product, it''s a complete letdown.",bad
8748,227,91,2.5,"False advertising, don''t trust the product description.",bad
8749,456,412,4.5,Great quality and value for money.,good
8750,483,117,1.5,"Very dissatisfied, regretting my purchase.",bad
8751,446,133,3.5,Impressed with the features and performance.,good
8752,431,279,4.5,"Fantastic purchase, exceeded my expectations.",good
8753,203,321,4.0,"Outstanding product, I''m a happy customer.",good
8754,343,190,4.0,"Fantastic purchase, exceeded my expectations.",good
8755,141,257,4.5,Impressed with the features and performance.,good
8756,102,202,3.5,Great quality and value for money.,good
8757,244,222,4.0,"Quality product, exactly as described.",good
8758,291,231,2.0,"Avoid this product, it''s a complete letdown.",bad
8759,456,227,3.0,Overpriced for the low quality.,bad
8760,365,251,4.0,"Delivered on time, and the product is perfect.",good
8761,496,69,4.5,"Quality product, exactly as described.",good
8762,144,165,3.0,"Cheaply made, fell apart after a short time.",bad
8763,496,33,4.0,Excellent product! Highly recommended.,good
8764,266,405,4.0,Very satisfied with the product. Will buy again.,good
8765,402,186,4.5,Excellent product! Highly recommended.,good
8766,150,109,4.5,Very satisfied with the product. Will buy again.,good
8767,37,208,4.5,"Quality product, exactly as described.",good
8768,178,397,4.0,"Top-notch quality, worth every penny.",good
8769,438,21,3.5,"Delivered on time, and the product is perfect.",good
8770,394,333,2.5,Overpriced for the low quality.,bad
8771,179,156,4.0,"Top-notch quality, worth every penny.",good
8772,15,61,4.5,"Top-notch quality, worth every penny.",good
8773,136,95,4.5,"Quality product, exactly as described.",good
8774,169,453,3.0,"Terrible product, do not buy!",bad
8775,389,467,1.5,Product didn't meet my expectations at all.,bad
8776,172,148,2.0,"Waste of money, poor quality.",bad
8777,402,270,3.5,Great quality and value for money.,good
8778,113,169,2.5,"Product arrived damaged, no response from customer service.",bad
8779,173,73,1.5,"Very dissatisfied, regretting my purchase.",bad
8780,290,423,4.5,Excellent product! Highly recommended.,good
8781,168,97,4.0,Impressed with the features and performance.,good
8782,122,162,3.0,"Product arrived damaged, no response from customer service.",bad
8783,359,259,3.5,Excellent product! Highly recommended.,good
8784,207,39,2.5,"Very dissatisfied, regretting my purchase.",bad
8785,245,355,4.5,Couldn't be happier with my purchase.,good
8786,42,472,2.0,"Not as advertised, very disappointed.",bad
8787,114,147,3.0,"Cheaply made, fell apart after a short time.",bad
8788,167,444,1.0,"False advertising, don''t trust the product description.",bad
8789,56,350,1.0,"False advertising, don''t trust the product description.",bad
8790,328,18,4.0,Impressed with the features and performance.,good
8791,12,314,1.0,Overpriced for the low quality.,bad
8792,360,159,3.5,Couldn't be happier with my purchase.,good
8793,129,485,3.5,Excellent product! Highly recommended.,good
8794,360,441,1.0,"Terrible product, do not buy!",bad
8795,428,264,4.0,"Outstanding product, I''m a happy customer.",good
8796,500,162,2.0,"Very dissatisfied, regretting my purchase.",bad
8797,339,477,1.0,"Very dissatisfied, regretting my purchase.",bad
8798,217,367,1.5,"Avoid this product, it''s a complete letdown.",bad
8799,15,178,3.5,"Fantastic purchase, exceeded my expectations.",good
8800,180,190,3.0,"Cheaply made, fell apart after a short time.",bad
8801,464,278,1.5,Overpriced for the low quality.,bad
8802,266,237,3.5,"Outstanding product, I''m a happy customer.",good
8803,259,370,1.0,"Very dissatisfied, regretting my purchase.",bad
8804,109,484,2.5,"False advertising, don''t trust the product description.",bad
8805,155,86,1.0,"False advertising, don''t trust the product description.",bad
8806,315,73,4.0,"Delivered on time, and the product is perfect.",good
8807,358,136,3.5,Excellent product! Highly recommended.,good
8808,108,56,1.5,"Cheaply made, fell apart after a short time.",bad
8809,93,277,1.5,"Cheaply made, fell apart after a short time.",bad
8810,86,326,1.0,"Terrible product, do not buy!",bad
8811,463,71,4.0,"Delivered on time, and the product is perfect.",good
8812,29,161,2.0,"Terrible product, do not buy!",bad
8813,443,22,4.5,"Delivered on time, and the product is perfect.",good
8814,187,16,3.5,Impressed with the features and performance.,good
8815,14,67,2.0,"False advertising, don''t trust the product description.",bad
8816,482,343,4.5,"Quality product, exactly as described.",good
8817,250,432,2.5,"Product arrived damaged, no response from customer service.",bad
8818,185,433,1.0,Overpriced for the low quality.,bad
8819,392,139,4.5,Very satisfied with the product. Will buy again.,good
8820,427,244,3.0,"False advertising, don''t trust the product description.",bad
8821,424,298,2.0,"Waste of money, poor quality.",bad
8822,344,350,2.0,"Very dissatisfied, regretting my purchase.",bad
8823,85,73,1.5,"Not as advertised, very disappointed.",bad
8824,63,161,1.5,"Terrible product, do not buy!",bad
8825,125,170,4.0,Great quality and value for money.,good
8826,148,41,4.0,Very satisfied with the product. Will buy again.,good
8827,203,115,1.0,"Avoid this product, it''s a complete letdown.",bad
8828,86,454,3.0,"False advertising, don''t trust the product description.",bad
8829,10,337,2.5,"Cheaply made, fell apart after a short time.",bad
8830,299,404,4.0,"Quality product, exactly as described.",good
8831,101,67,3.5,"Delivered on time, and the product is perfect.",good
8832,261,214,4.0,"Fantastic purchase, exceeded my expectations.",good
8833,434,424,2.5,"Not as advertised, very disappointed.",bad
8834,60,78,4.5,Very satisfied with the product. Will buy again.,good
8835,98,308,2.5,"Not as advertised, very disappointed.",bad
8836,207,229,4.0,"Delivered on time, and the product is perfect.",good
8837,478,415,3.0,"Terrible product, do not buy!",bad
8838,37,26,1.0,"Cheaply made, fell apart after a short time.",bad
